Account_ID,Internal_Risk_Grade,Loan_Purpose,Customer_Debt_To_Income_Ratio,Loan_Default_Status,Requested_Amount_Raw
ACC-608117,Class-C,Home Improvement,,0," $13,413.00 "
ACC-199198,Class-B,Home Improvement,12.5,0," $9,688.00 "
ACC-261552,Class-B,Home Improvement,38.2,0," $35,322.00 "
ACC-671205,Class-A,Debt Consolidation,12.5,0," $41,580.00 "
ACC-276448,Class-C,Debt Consolidation,24.8,0," $40,129.00 "
ACC-727064,,Small Business,,0," $37,473.00 "
ACC-604010,Class-B,Debt Consolidation,12.5,0," $31,302.00 "
ACC-532107,Class-B,N/A,38.2,0," $15,987.00 "
ACC-943551,Class-B,Major Purchase,,0," $12,452.00 "
ACC-146728,Class-B,N/A,,0," $8,136.00 "
ACC-360695,Class-B,Debt Consolidation,55.0,0," $20,555.00 "
ACC-735648,Class-C,Home Improvement,24.8,0," $44,004.00 "
ACC-611660,Class-A,Debt Consolidation,,0," $25,302.00 "
ACC-679740,Class-C,Major Purchase,38.2,0," $18,741.00 "
ACC-658918,Class-A,Home Improvement,12.5,0," $19,839.00 "
ACC-577924,Class-A,Major Purchase,24.8,0," $28,341.00 "
ACC-280020,Class-A,Home Improvement,38.2,0," $29,514.00 "
ACC-910367,Class-A,Home Improvement,12.5,0," $11,194.00 "
ACC-472813,Class-B,Debt Consolidation,55.0,0," $29,486.00 "
ACC-825480,Class-B,Debt Consolidation,24.8,0," $32,973.00 "
ACC-489976,Class-B,Small Business,38.2,0," $17,061.00 "
ACC-788035,Class-B,Home Improvement,55.0,1," $14,571.00 "
ACC-822673,Class-B,Major Purchase,55.0,0," $25,682.00 "
ACC-995736,Class-A,Home Improvement,24.8,0," $14,835.00 "
ACC-959725,Class-A,Debt Consolidation,24.8,0," $30,004.00 "
ACC-399779,Class-B,Home Improvement,,1," $38,233.00 "
ACC-592887,Class-A,Debt Consolidation,55.0,1," $19,621.00 "
ACC-813529,Class-B,Small Business,24.8,1," $43,942.00 "
ACC-655625,Class-A,Home Improvement,24.8,1," $38,530.00 "
ACC-320910,Class-A,Debt Consolidation,12.5,0," $31,820.00 "
ACC-281621,Class-C,Small Business,24.8,0," $32,879.00 "
ACC-474404,Class-A,Debt Consolidation,38.2,0," $13,331.00 "
ACC-806239,Class-A,Debt Consolidation,,0," $38,973.00 "
ACC-802570,Class-C,Debt Consolidation,38.2,0," $26,159.00 "
ACC-645002,Class-B,Debt Consolidation,24.8,0," $27,270.00 "
ACC-517228,Class-B,Debt Consolidation,12.5,0," $32,158.00 "
ACC-342096,Class-B,Home Improvement,24.8,0," $16,597.00 "
ACC-478200,Class-C,Debt Consolidation,55.0,0," $17,919.00 "
ACC-715101,Class-A,Home Improvement,55.0,0," $7,990.00 "
ACC-856580,Class-B,Small Business,,0," $8,930.00 "
ACC-494879,Class-B,Home Improvement,12.5,0," $33,876.00 "
ACC-643244,Class-B,Debt Consolidation,12.5,0," $32,278.00 "
ACC-614776,Class-B,Major Purchase,55.0,0," $34,510.00 "
ACC-752557,Class-A,Small Business,12.5,0," $43,623.00 "
ACC-775526,Class-C,Debt Consolidation,55.0,0," $42,723.00 "
ACC-221426,Class-A,Small Business,24.8,0," $6,955.00 "
ACC-449224,Class-A,N/A,12.5,0," $5,522.00 "
ACC-796132,Class-B,Home Improvement,12.5,0," $40,507.00 "
ACC-425418,Class-A,Debt Consolidation,24.8,0," $12,493.00 "
ACC-228926,Class-B,Debt Consolidation,55.0,1," $20,251.00 "
ACC-310821,Class-B,Small Business,55.0,0," $30,606.00 "
ACC-804867,Class-A,Debt Consolidation,12.5,0," $17,924.00 "
ACC-413981,Class-B,Debt Consolidation,12.5,0," $20,639.00 "
ACC-170301,Class-A,Small Business,,1," $38,838.00 "
ACC-353843,,Home Improvement,,0," $44,059.00 "
ACC-775814,Class-A,N/A,24.8,1," $39,172.00 "
ACC-724216,Class-C,Debt Consolidation,38.2,0," $7,097.00 "
ACC-618499,Class-B,N/A,,0," $30,043.00 "
ACC-477302,Class-A,Debt Consolidation,12.5,0," $5,011.00 "
ACC-674509,,Home Improvement,,0," $18,070.00 "
ACC-325292,Class-B,Small Business,38.2,0," $32,899.00 "
ACC-482987,Class-C,Debt Consolidation,38.2,0," $22,061.00 "
ACC-183850,Class-A,Small Business,38.2,0," $35,995.00 "
ACC-919599,Class-B,Small Business,24.8,0," $5,378.00 "
ACC-127183,Class-C,Home Improvement,55.0,0," $10,370.00 "
ACC-673598,Class-A,Major Purchase,38.2,0," $17,257.00 "
ACC-439913,Class-B,Major Purchase,24.8,0," $22,992.00 "
ACC-329758,Class-A,Debt Consolidation,24.8,0," $18,571.00 "
ACC-789769,Class-C,N/A,24.8,0," $43,652.00 "
ACC-179622,Class-A,Debt Consolidation,12.5,1," $44,758.00 "
ACC-720336,Class-A,Small Business,12.5,0," $15,107.00 "
ACC-352360,Class-B,Small Business,12.5,1," $38,615.00 "
ACC-668090,Class-A,Debt Consolidation,24.8,0," $19,988.00 "
ACC-331872,Class-A,Home Improvement,38.2,0," $19,137.00 "
ACC-901830,Class-C,Home Improvement,-1.5,0," $12,974.00 "
ACC-781698,Class-B,Debt Consolidation,38.2,1," $27,344.00 "
ACC-920932,Class-B,N/A,12.5,0," $15,290.00 "
ACC-257489,Class-A,Debt Consolidation,55.0,0," $28,884.00 "
ACC-201922,Class-A,Debt Consolidation,24.8,0," $17,874.00 "
ACC-685429,Class-B,Debt Consolidation,99.9,0," $43,026.00 "
ACC-136928,Class-A,Small Business,,0," $22,923.00 "
ACC-652052,Class-C,Debt Consolidation,55.0,0," $28,379.00 "
ACC-446103,Class-C,Major Purchase,55.0,0," $39,445.00 "
ACC-638044,Class-A,Small Business,24.8,0," $40,368.00 "
ACC-199468,Class-C,Home Improvement,12.5,0," $8,039.00 "
ACC-950567,Class-B,Debt Consolidation,38.2,0," $9,430.00 "
ACC-966494,Class-C,Debt Consolidation,38.2,0," $35,687.00 "
ACC-524618,Class-A,Home Improvement,24.8,0," $22,963.00 "
ACC-361629,Class-A,Debt Consolidation,24.8,0," $36,839.00 "
ACC-904876,Class-B,Debt Consolidation,24.8,0," $34,461.00 "
ACC-711749,Class-A,Home Improvement,12.5,0," $38,586.00 "
ACC-108708,Class-B,Home Improvement,24.8,0," $21,916.00 "
ACC-809111,Class-A,Debt Consolidation,12.5,0," $26,564.00 "
ACC-580487,Class-A,Debt Consolidation,99.9,0," $20,545.00 "
ACC-708978,Class-B,Debt Consolidation,,0," $36,822.00 "
ACC-291370,Class-B,Debt Consolidation,38.2,0," $24,753.00 "
ACC-513365,Class-A,Debt Consolidation,12.5,1," $35,907.00 "
ACC-931764,Class-B,Debt Consolidation,,0," $41,166.00 "
ACC-659136,Class-A,Home Improvement,24.8,0," $26,018.00 "
ACC-339979,Class-B,Major Purchase,12.5,0," $26,818.00 "
ACC-746373,Class-A,Home Improvement,99.9,1," $33,167.00 "
ACC-998651,Class-A,Major Purchase,24.8,0," $33,539.00 "
ACC-660357,Class-C,Debt Consolidation,24.8,0," $44,957.00 "
ACC-811195,UNKNOWN,Small Business,55.0,0," $25,177.00 "
ACC-774799,Class-A,Home Improvement,12.5,0," $19,459.00 "
ACC-145841,Class-A,Home Improvement,38.2,0," $39,981.00 "
ACC-226810,Class-C,Major Purchase,38.2,0," $31,060.00 "
ACC-209869,Class-A,Home Improvement,-1.5,0," $25,696.00 "
ACC-141617,Class-C,Debt Consolidation,38.2,0," $17,707.00 "
ACC-346008,UNKNOWN,N/A,38.2,0," $43,653.00 "
ACC-650281,Class-A,Debt Consolidation,55.0,0," $11,456.00 "
ACC-391735,Class-A,Major Purchase,12.5,0," $16,401.00 "
ACC-356608,Class-A,Home Improvement,,0," $5,931.00 "
ACC-613313,Class-C,Home Improvement,24.8,0," $16,148.00 "
ACC-817387,Class-C,Debt Consolidation,12.5,0," $28,380.00 "
ACC-617982,Class-B,Home Improvement,24.8,0," $31,973.00 "
ACC-318993,Class-A,Small Business,24.8,0," $8,781.00 "
ACC-335117,Class-A,N/A,12.5,0," $44,386.00 "
ACC-309854,Class-A,Home Improvement,12.5,0," $26,397.00 "
ACC-406285,Class-A,Debt Consolidation,38.2,0," $17,403.00 "
ACC-304390,Class-B,Debt Consolidation,38.2,0," $32,119.00 "
ACC-216971,Class-B,Major Purchase,24.8,0," $7,265.00 "
ACC-510658,Class-C,Debt Consolidation,24.8,1," $36,309.00 "
ACC-818851,Class-A,Major Purchase,55.0,1," $7,025.00 "
ACC-994309,Class-A,Home Improvement,55.0,0," $28,112.00 "
ACC-313877,Class-A,Home Improvement,24.8,1," $22,127.00 "
ACC-620840,Class-B,Debt Consolidation,,1," $7,288.00 "
ACC-762306,Class-A,Major Purchase,24.8,0," $39,683.00 "
ACC-740662,Class-A,Home Improvement,12.5,0," $36,382.00 "
ACC-776320,UNKNOWN,Home Improvement,24.8,0," $6,947.00 "
ACC-759732,,Home Improvement,,0," $31,968.00 "
ACC-252714,Class-A,Major Purchase,24.8,1," $16,858.00 "
ACC-815449,Class-B,N/A,12.5,0," $12,304.00 "
ACC-869285,Class-B,Debt Consolidation,,0," $16,939.00 "
ACC-557942,Class-A,Small Business,,0," $32,106.00 "
ACC-519703,Class-A,N/A,12.5,0," $37,606.00 "
ACC-635838,Class-B,Home Improvement,12.5,0," $18,589.00 "
ACC-659653,Class-A,Small Business,24.8,0," $17,574.00 "
ACC-530542,,Small Business,,0," $44,215.00 "
ACC-237639,Class-C,Home Improvement,24.8,0," $22,157.00 "
ACC-697160,Class-B,Debt Consolidation,,0," $29,547.00 "
ACC-449967,,Home Improvement,,0," $6,910.00 "
ACC-884520,UNKNOWN,N/A,38.2,0," $6,205.00 "
ACC-367844,Class-B,Debt Consolidation,24.8,0," $30,763.00 "
ACC-411741,Class-A,Small Business,38.2,0," $19,804.00 "
ACC-113310,Class-A,Debt Consolidation,24.8,0," $32,759.00 "
ACC-949718,Class-B,Small Business,12.5,0," $28,889.00 "
ACC-491480,Class-A,Debt Consolidation,24.8,0," $42,071.00 "
ACC-110429,Class-A,Small Business,24.8,0," $26,238.00 "
ACC-650112,Class-A,Debt Consolidation,12.5,0," $34,675.00 "
ACC-275732,Class-A,Debt Consolidation,24.8,0," $42,802.00 "
ACC-815279,Class-A,N/A,12.5,1," $24,931.00 "
ACC-507261,Class-A,Debt Consolidation,55.0,0," $11,330.00 "
ACC-944558,Class-B,Debt Consolidation,12.5,0," $5,879.00 "
ACC-281815,Class-C,Debt Consolidation,38.2,0," $13,238.00 "
ACC-726691,,Home Improvement,,0," $6,309.00 "
ACC-790533,Class-A,Home Improvement,24.8,0," $5,149.00 "
ACC-911636,Class-A,Home Improvement,24.8,1," $16,006.00 "
ACC-532208,Class-C,Major Purchase,38.2,0," $36,865.00 "
ACC-688054,,Debt Consolidation,,0," $32,806.00 "
ACC-795761,Class-A,Home Improvement,24.8,0," $36,575.00 "
ACC-487671,Class-B,Home Improvement,38.2,1," $37,132.00 "
ACC-230083,Class-A,Small Business,38.2,0," $8,266.00 "
ACC-289119,Class-C,Debt Consolidation,38.2,1," $34,639.00 "
ACC-223958,Class-B,Home Improvement,38.2,0," $27,169.00 "
ACC-307535,UNKNOWN,Debt Consolidation,55.0,0," $13,506.00 "
ACC-765439,Class-B,Debt Consolidation,,0," $26,608.00 "
ACC-342980,Class-C,Major Purchase,38.2,0," $14,762.00 "
ACC-808335,Class-B,Debt Consolidation,38.2,0," $33,100.00 "
ACC-452713,Class-C,Major Purchase,38.2,0," $7,442.00 "
ACC-588961,Class-A,Debt Consolidation,12.5,1," $23,766.00 "
ACC-977778,Class-B,Major Purchase,38.2,0," $22,977.00 "
ACC-603880,Class-B,Debt Consolidation,38.2,0," $11,752.00 "
ACC-739080,Class-A,N/A,12.5,0," $6,899.00 "
ACC-849006,Class-B,Home Improvement,99.9,0," $41,782.00 "
ACC-406777,Class-A,Small Business,24.8,0," $38,119.00 "
ACC-268587,Class-B,Home Improvement,12.5,0," $12,793.00 "
ACC-707930,Class-C,Debt Consolidation,12.5,0," $30,331.00 "
ACC-846080,Class-B,N/A,12.5,0," $15,027.00 "
ACC-940066,Class-B,Small Business,12.5,0," $19,299.00 "
ACC-330954,Class-A,Debt Consolidation,24.8,0," $44,181.00 "
ACC-924134,Class-C,N/A,24.8,0," $32,500.00 "
ACC-709766,Class-B,Debt Consolidation,,0," $18,557.00 "
ACC-858682,,Debt Consolidation,,0," $8,521.00 "
ACC-391025,Class-A,Debt Consolidation,,1," $30,110.00 "
ACC-873130,UNKNOWN,Major Purchase,12.5,0," $28,549.00 "
ACC-399736,Class-C,Debt Consolidation,38.2,0," $6,181.00 "
ACC-508977,Class-A,Small Business,38.2,0," $15,471.00 "
ACC-854430,Class-C,Debt Consolidation,38.2,1," $7,937.00 "
ACC-742395,Class-B,Debt Consolidation,38.2,0," $28,363.00 "
ACC-697185,Class-A,Debt Consolidation,24.8,0," $24,622.00 "
ACC-725601,Class-B,Home Improvement,24.8,0," $13,398.00 "
ACC-866085,Class-B,Debt Consolidation,,0," $30,896.00 "
ACC-839149,Class-A,Home Improvement,38.2,0," $10,169.00 "
ACC-434043,Class-A,Home Improvement,24.8,1," $30,752.00 "
ACC-775378,Class-A,Home Improvement,38.2,0," $13,183.00 "
ACC-558838,Class-A,Small Business,12.5,0," $29,604.00 "
ACC-652121,Class-A,Debt Consolidation,12.5,0," $33,488.00 "
ACC-982968,Class-B,N/A,55.0,0," $33,663.00 "
ACC-481562,Class-A,Debt Consolidation,24.8,0," $26,934.00 "
ACC-513448,Class-A,Small Business,24.8,0," $34,856.00 "
ACC-482407,Class-A,Home Improvement,55.0,1," $43,647.00 "
ACC-815074,Class-A,Debt Consolidation,38.2,1," $11,723.00 "
ACC-789147,,Debt Consolidation,,0," $20,412.00 "
ACC-366203,Class-A,Small Business,,0," $38,346.00 "
ACC-394950,Class-B,Debt Consolidation,24.8,0," $16,683.00 "
ACC-630519,Class-A,Debt Consolidation,12.5,1," $39,498.00 "
ACC-293152,Class-B,Home Improvement,24.8,0," $15,953.00 "
ACC-691103,Class-C,Debt Consolidation,38.2,0," $44,943.00 "
ACC-754307,Class-A,Small Business,38.2,0," $10,421.00 "
ACC-465171,Class-C,Debt Consolidation,12.5,0," $22,922.00 "
ACC-241101,Class-A,N/A,55.0,0," $44,930.00 "
ACC-506397,Class-B,Debt Consolidation,55.0,0," $43,892.00 "
ACC-713703,Class-B,Debt Consolidation,38.2,0," $34,789.00 "
ACC-191798,Class-A,N/A,24.8,0," $7,425.00 "
ACC-338533,Class-A,Small Business,,0," $34,220.00 "
ACC-335309,Class-A,Debt Consolidation,55.0,0," $7,784.00 "
ACC-810547,Class-B,Major Purchase,12.5,0," $12,950.00 "
ACC-529109,Class-B,Small Business,55.0,0," $39,804.00 "
ACC-874353,Class-B,Home Improvement,-1.5,0," $43,923.00 "
ACC-630004,Class-A,Debt Consolidation,24.8,0," $41,918.00 "
ACC-368162,Class-A,Debt Consolidation,12.5,0," $12,172.00 "
ACC-148874,Class-B,Major Purchase,55.0,1," $27,897.00 "
ACC-558805,Class-B,Debt Consolidation,12.5,0," $35,634.00 "
ACC-971275,Class-B,N/A,24.8,0," $10,450.00 "
ACC-279228,Class-A,Home Improvement,55.0,0," $10,348.00 "
ACC-923086,Class-C,Debt Consolidation,24.8,0," $5,319.00 "
ACC-484180,,Home Improvement,,0," $19,336.00 "
ACC-782922,Class-B,Small Business,24.8,0," $27,684.00 "
ACC-830569,Class-B,Major Purchase,12.5,0," $15,596.00 "
ACC-366380,Class-C,Small Business,38.2,1," $31,652.00 "
ACC-177922,Class-A,Debt Consolidation,38.2,0," $31,357.00 "
ACC-952927,Class-A,Debt Consolidation,-1.5,0," $36,750.00 "
ACC-957813,Class-A,Debt Consolidation,38.2,0," $38,497.00 "
ACC-659712,Class-A,Small Business,24.8,0," $29,747.00 "
ACC-514320,UNKNOWN,Debt Consolidation,24.8,0," $14,881.00 "
ACC-772993,Class-A,Small Business,12.5,0," $37,336.00 "
ACC-314177,Class-B,Debt Consolidation,,0," $6,714.00 "
ACC-828342,Class-A,Home Improvement,,0," $22,740.00 "
ACC-482485,Class-B,Home Improvement,24.8,0," $27,268.00 "
ACC-436284,Class-A,Debt Consolidation,,0," $31,123.00 "
ACC-351742,Class-B,N/A,38.2,0," $6,889.00 "
ACC-341616,Class-A,Debt Consolidation,24.8,0," $25,027.00 "
ACC-533712,Class-A,Major Purchase,12.5,0," $19,656.00 "
ACC-733375,Class-B,Small Business,,0," $36,040.00 "
ACC-159532,Class-A,Major Purchase,38.2,0," $23,746.00 "
ACC-347161,Class-C,Small Business,24.8,1," $9,219.00 "
ACC-149329,,Debt Consolidation,,0," $6,100.00 "
ACC-645547,Class-B,Home Improvement,,0," $34,431.00 "
ACC-950837,Class-C,Home Improvement,24.8,0," $24,198.00 "
ACC-661540,Class-A,Debt Consolidation,12.5,0," $28,577.00 "
ACC-642916,Class-B,Home Improvement,38.2,0," $8,531.00 "
ACC-690226,UNKNOWN,Small Business,38.2,0," $15,051.00 "
ACC-479254,Class-A,Debt Consolidation,55.0,0," $20,795.00 "
ACC-552440,Class-C,Small Business,38.2,0," $22,111.00 "
ACC-125815,Class-B,Small Business,24.8,1," $28,818.00 "
ACC-949599,Class-A,N/A,12.5,0," $26,591.00 "
ACC-599790,Class-C,Home Improvement,12.5,1," $17,460.00 "
ACC-318357,Class-A,Major Purchase,55.0,0," $19,026.00 "
ACC-264740,Class-A,Home Improvement,38.2,0," $9,965.00 "
ACC-598595,Class-A,Small Business,,1," $17,119.00 "
ACC-274235,Class-A,Major Purchase,,0," $21,728.00 "
ACC-691538,Class-A,Major Purchase,38.2,0," $37,280.00 "
ACC-952972,Class-B,Debt Consolidation,,0," $34,010.00 "
ACC-565608,,Home Improvement,,0," $35,193.00 "
ACC-722628,Class-A,Debt Consolidation,-1.5,0," $44,368.00 "
ACC-226543,Class-A,Debt Consolidation,12.5,0," $29,519.00 "
ACC-236785,Class-A,Major Purchase,55.0,0," $33,218.00 "
ACC-930594,UNKNOWN,Major Purchase,12.5,0," $36,185.00 "
ACC-276865,Class-B,Debt Consolidation,24.8,0," $16,072.00 "
ACC-623740,Class-B,Home Improvement,,0," $9,017.00 "
ACC-320156,Class-B,Small Business,55.0,0," $40,360.00 "
ACC-945683,Class-A,Debt Consolidation,38.2,1," $28,066.00 "
ACC-556677,Class-B,Home Improvement,38.2,0," $22,944.00 "
ACC-173994,UNKNOWN,Home Improvement,24.8,0," $42,178.00 "
ACC-457193,Class-A,Debt Consolidation,12.5,1," $38,315.00 "
ACC-374853,Class-C,N/A,55.0,0," $9,405.00 "
ACC-255066,Class-A,Major Purchase,38.2,0," $17,151.00 "
ACC-433950,Class-C,Major Purchase,24.8,0," $38,161.00 "
ACC-841565,Class-B,Small Business,24.8,0," $27,773.00 "
ACC-984381,Class-B,Home Improvement,24.8,0," $6,453.00 "
ACC-762224,UNKNOWN,Small Business,24.8,0," $26,756.00 "
ACC-973889,UNKNOWN,Debt Consolidation,-1.5,0," $26,270.00 "
ACC-960314,Class-A,Small Business,12.5,0," $21,990.00 "
ACC-357830,Class-A,N/A,12.5,0," $25,147.00 "
ACC-679222,Class-A,Small Business,,0," $27,199.00 "
ACC-436594,Class-A,Home Improvement,55.0,1," $11,507.00 "
ACC-993744,Class-B,Home Improvement,24.8,0," $32,807.00 "
ACC-305737,Class-B,Home Improvement,,1," $39,923.00 "
ACC-842563,Class-A,Small Business,55.0,0," $40,405.00 "
ACC-424215,Class-A,Debt Consolidation,99.9,1," $44,847.00 "
ACC-998781,UNKNOWN,Debt Consolidation,24.8,0," $17,082.00 "
ACC-998328,Class-A,Home Improvement,,0," $13,186.00 "
ACC-894699,Class-B,Small Business,24.8,0," $19,950.00 "
ACC-851829,Class-A,Debt Consolidation,24.8,0," $17,035.00 "
ACC-728722,Class-A,Major Purchase,24.8,0," $37,171.00 "
ACC-499432,Class-A,Home Improvement,38.2,0," $13,439.00 "
ACC-423860,Class-A,Small Business,,1," $23,777.00 "
ACC-656217,Class-B,Home Improvement,38.2,0," $36,217.00 "
ACC-945209,Class-A,N/A,12.5,0," $32,604.00 "
ACC-932225,Class-A,Debt Consolidation,12.5,0," $14,096.00 "
ACC-317710,UNKNOWN,Home Improvement,12.5,0," $42,615.00 "
ACC-413865,Class-A,Small Business,99.9,0," $39,086.00 "
ACC-937249,Class-C,Debt Consolidation,12.5,0," $40,540.00 "
ACC-990904,Class-C,Small Business,,0," $33,651.00 "
ACC-530500,Class-B,Major Purchase,,0," $34,552.00 "
ACC-512912,Class-B,Home Improvement,24.8,0," $18,876.00 "
ACC-857200,Class-B,Debt Consolidation,24.8,0," $31,010.00 "
ACC-771841,Class-B,Debt Consolidation,38.2,0," $13,378.00 "
ACC-354243,Class-B,Small Business,24.8,1," $13,566.00 "
ACC-491272,Class-B,Small Business,38.2,1," $15,245.00 "
ACC-178447,Class-B,Major Purchase,55.0,1," $17,602.00 "
ACC-196209,Class-A,Home Improvement,24.8,0," $13,024.00 "
ACC-589942,Class-A,Debt Consolidation,24.8,0," $6,333.00 "
ACC-117612,Class-B,Small Business,38.2,0," $30,067.00 "
ACC-866029,,Debt Consolidation,,0," $43,046.00 "
ACC-397527,Class-B,Debt Consolidation,12.5,0," $18,032.00 "
ACC-668525,,N/A,,0," $37,732.00 "
ACC-339314,Class-B,Home Improvement,38.2,0," $11,370.00 "
ACC-375517,Class-A,Home Improvement,12.5,0," $25,138.00 "
ACC-524853,Class-B,Debt Consolidation,12.5,1," $18,718.00 "
ACC-793712,Class-B,Home Improvement,55.0,0," $31,766.00 "
ACC-308706,Class-B,Home Improvement,24.8,0," $42,918.00 "
ACC-916847,Class-A,Home Improvement,38.2,0," $27,205.00 "
ACC-145023,,Debt Consolidation,,0," $34,339.00 "
ACC-300015,UNKNOWN,Home Improvement,99.9,0," $35,574.00 "
ACC-257838,Class-C,Debt Consolidation,,0," $13,597.00 "
ACC-732550,Class-A,Debt Consolidation,12.5,0," $33,291.00 "
ACC-255858,Class-B,Debt Consolidation,,0," $28,126.00 "
ACC-319507,Class-B,Home Improvement,24.8,1," $34,129.00 "
ACC-603557,Class-A,Small Business,,0," $6,543.00 "
ACC-542546,Class-A,Home Improvement,55.0,1," $19,311.00 "
ACC-117808,Class-C,Small Business,24.8,0," $23,347.00 "
ACC-314261,Class-B,Debt Consolidation,24.8,0," $12,245.00 "
ACC-525205,Class-B,Home Improvement,12.5,0," $39,136.00 "
ACC-251747,Class-A,Debt Consolidation,38.2,0," $22,214.00 "
ACC-373274,,Home Improvement,,1," $34,017.00 "
ACC-406741,,Debt Consolidation,,1," $28,967.00 "
ACC-884303,Class-A,N/A,,1," $31,468.00 "
ACC-633926,,Debt Consolidation,,0," $12,259.00 "
ACC-349266,,N/A,,0," $38,162.00 "
ACC-729172,Class-C,Debt Consolidation,,0," $19,876.00 "
ACC-209985,Class-B,Debt Consolidation,12.5,0," $23,414.00 "
ACC-955676,Class-B,Home Improvement,55.0,0," $41,169.00 "
ACC-492858,Class-A,Debt Consolidation,38.2,0," $34,653.00 "
ACC-898862,Class-B,Debt Consolidation,55.0,0," $28,652.00 "
ACC-792555,Class-C,Debt Consolidation,38.2,0," $42,433.00 "
ACC-943098,Class-A,Debt Consolidation,55.0,0," $25,993.00 "
ACC-699710,Class-C,Small Business,38.2,0," $43,665.00 "
ACC-548896,Class-B,Debt Consolidation,12.5,0," $28,354.00 "
ACC-289584,Class-A,Debt Consolidation,24.8,0," $18,973.00 "
ACC-926283,Class-C,Small Business,55.0,0," $29,901.00 "
ACC-634182,Class-B,Debt Consolidation,12.5,0," $18,103.00 "
ACC-141877,Class-B,Home Improvement,12.5,0," $11,086.00 "
ACC-869250,Class-A,Home Improvement,12.5,0," $19,119.00 "
ACC-757276,Class-B,Home Improvement,24.8,0," $7,958.00 "
ACC-111058,Class-C,Debt Consolidation,24.8,0," $13,042.00 "
ACC-776826,Class-A,Major Purchase,24.8,0," $21,868.00 "
ACC-603464,Class-C,Debt Consolidation,38.2,0," $35,175.00 "
ACC-778500,Class-A,Major Purchase,38.2,0," $31,914.00 "
ACC-343834,Class-A,N/A,38.2,0," $14,488.00 "
ACC-201863,Class-B,Home Improvement,38.2,0," $25,843.00 "
ACC-167737,,Debt Consolidation,,0," $11,033.00 "
ACC-533044,Class-C,Debt Consolidation,24.8,1," $27,004.00 "
ACC-199544,Class-A,Debt Consolidation,38.2,0," $5,689.00 "
ACC-888391,Class-A,Debt Consolidation,12.5,0," $10,707.00 "
ACC-719798,Class-C,Small Business,24.8,0," $7,540.00 "
ACC-423493,Class-B,Debt Consolidation,55.0,1," $17,241.00 "
ACC-770800,Class-B,Home Improvement,12.5,0," $43,158.00 "
ACC-371472,Class-A,Debt Consolidation,55.0,0," $8,080.00 "
ACC-157574,Class-C,Major Purchase,55.0,1," $14,986.00 "
ACC-945180,Class-A,Home Improvement,12.5,0," $41,438.00 "
ACC-259231,Class-A,Home Improvement,12.5,0," $10,676.00 "
ACC-754829,Class-B,Small Business,55.0,0," $26,645.00 "
ACC-921688,,Debt Consolidation,,0," $24,350.00 "
ACC-558974,Class-B,Debt Consolidation,38.2,0," $31,682.00 "
ACC-890367,Class-B,Major Purchase,55.0,0," $28,994.00 "
ACC-348168,Class-A,Major Purchase,12.5,0," $36,143.00 "
ACC-671573,Class-B,Debt Consolidation,12.5,0," $18,569.00 "
ACC-561594,Class-C,Home Improvement,12.5,0," $6,531.00 "
ACC-683120,Class-B,Home Improvement,55.0,0," $20,146.00 "
ACC-830426,UNKNOWN,Debt Consolidation,55.0,0," $28,225.00 "
ACC-116131,Class-A,Debt Consolidation,38.2,0," $44,324.00 "
ACC-262351,Class-C,Small Business,12.5,0," $20,325.00 "
ACC-828131,Class-B,Home Improvement,24.8,0," $8,355.00 "
ACC-320388,Class-A,Debt Consolidation,12.5,1," $30,806.00 "
ACC-750558,Class-A,Home Improvement,38.2,0," $44,598.00 "
ACC-225428,Class-A,Major Purchase,12.5,0," $38,933.00 "
