Employee_ID,Job_Title,Department,Years_Experience,Performance_Tier,Annual_Salary_USD
EMP-61938,SOFTWARE ENGINEER,Human Resources,5.0,Level-2 (Medium),93990.67521574344
EMP-50533,Software Engineer,Marketing,8.0,Level-2 (Medium),180276.20937893869
EMP-90717,  Manager  ,Marketing,3.0,Level-1 (Low),118468.5681553475
EMP-28681,Project Manager,Marketing,3.0,Level-1 (Low),148108.54364952678
EMP-51442,Project Manager,Engineering,3.0,Level-1 (Low),123390.23684636159
EMP-28796,data analyst,Finance,35.0,Level-1 (Low),170383.0638819614
EMP-60274,,Marketing,35.0,Level-2 (Medium),
EMP-32562,software engineer,Finance,8.0,Level-1 (Low),111998.0633415917
EMP-36003,UNKNOWN,Finance,5.0,Level-3 (High),107443.2282040625
EMP-41715,  Manager  ,Engineering,12.0,Level-3 (High),82529.74381699662
EMP-93736,Software Engineer,Engineering,-2.0,Level-2 (Medium),48496.19388232211
EMP-30341,SOFTWARE ENGINEER,Finance,1.0,Level-2 (Medium),118033.5440080883
EMP-18950,Software Engineer,Finance,12.0,MISSING,144351.91345074703
EMP-87494,Software Engineer,Engineering,8.0,Level-1 (Low),56084.9026877587
EMP-72592,software engineer,Human Resources,1.0,Level-2 (Medium),184014.81841690076
EMP-19885,Project Manager,Engineering,5.0,Level-3 (High),149523.10492462083
EMP-66436,Project Manager,Engineering,,Level-3 (High),171148.7827372361
EMP-11953,data analyst,Engineering,1.0,Level-2 (Medium),158653.54609608802
EMP-86851,data analyst,Engineering,8.0,Level-3 (High),59591.55016829747
EMP-58826,SOFTWARE ENGINEER,Finance,1.0,Level-1 (Low),74989.32053293932
EMP-26878,Software Engineer,Engineering,3.0,Level-2 (Medium),146843.64962570305
EMP-51359,software engineer,Engineering,3.0,Level-2 (Medium),59755.18753769791
EMP-34318,Data Analyst,N/A,1.0,Level-2 (Medium),145994.8889940107
EMP-25418,SOFTWARE ENGINEER,Marketing,3.0,Level-2 (Medium),95663.55371333085
EMP-90438,data analyst,Marketing,5.0,Level-3 (High),60437.9136620344
EMP-84376,software engineer,Engineering,8.0,Level-3 (High),107716.71524200017
EMP-98736,Software Engineer,Engineering,35.0,Level-2 (Medium),178508.57936141768
EMP-93577,software engineer,N/A,5.0,Level-1 (Low),38515.61827972965
EMP-63760,Software Engineer,Finance,35.0,Level-2 (Medium),60064.50224013591
EMP-54915,Software Engineer,Engineering,,Level-1 (Low),98825.96200270085
EMP-72353,SOFTWARE ENGINEER,Marketing,3.0,Level-2 (Medium),90727.60791018645
EMP-91274,SOFTWARE ENGINEER,Engineering,5.0,Level-2 (Medium),101697.59510081737
EMP-70853,SOFTWARE ENGINEER,Finance,8.0,Level-2 (Medium),157522.19413975722
EMP-52480,Project Manager,Finance,8.0,Level-1 (Low),141820.43789669086
EMP-86024,Software Engineer,Marketing,,Level-3 (High),81711.46800319938
EMP-76756,  Manager  ,Engineering,1.0,Level-2 (Medium),146123.80501754195
EMP-29227,software engineer,Finance,5.0,Level-1 (Low),146451.0134003822
EMP-97945,  Manager  ,Engineering,,Level-2 (Medium),26111.033024041764
EMP-20483,Software Engineer,Finance,3.0,Level-2 (Medium),178620.6687561869
EMP-52044,UNKNOWN,Engineering,1.0,Level-3 (High),133791.15886052098
EMP-23392,,Engineering,8.0,Level-2 (Medium),
EMP-18354,SOFTWARE ENGINEER,Engineering,1.0,Level-1 (Low),164827.2095333077
EMP-90170,Project Manager,Engineering,1.0,Level-1 (Low),154660.25330341604
EMP-69303,Software Engineer,Engineering,1.0,Level-3 (High),133695.20696229022
EMP-12479,,Marketing,5.0,Level-2 (Medium),
EMP-56760,Software Engineer,Finance,8.0,MISSING,168533.2887771099
EMP-81294,software engineer,Engineering,35.0,Level-2 (Medium),83426.4387484072
EMP-90606,Data Analyst,Marketing,8.0,Level-3 (High),62507.45244949034
EMP-96932,SOFTWARE ENGINEER,Marketing,99.0,Level-3 (High),52503.00164225238
EMP-99426,data analyst,Engineering,35.0,Level-2 (Medium),136203.26483511238
EMP-78193,Project Manager,Engineering,35.0,Level-2 (Medium),44704.05717151452
EMP-62519,  Manager  ,Engineering,35.0,Level-2 (Medium),161728.09108450898
EMP-84243,Software Engineer,Engineering,,Level-1 (Low),84554.96311282003
EMP-57258,software engineer,Marketing,,Level-2 (Medium),34374.922951963264
EMP-71540,Project Manager,Human Resources,12.0,Level-1 (Low),57241.47289517939
EMP-25347,,Engineering,12.0,Level-2 (Medium),
EMP-91039,Data Analyst,Marketing,5.0,Level-3 (High),48190.21436864133
EMP-16543,,Finance,1.0,Level-2 (Medium),
EMP-95701,Software Engineer,Finance,35.0,Level-2 (Medium),175615.46285478957
EMP-65913,Data Analyst,Engineering,12.0,Level-1 (Low),74794.62307872422
EMP-39349,Software Engineer,Engineering,35.0,Level-3 (High),132046.8982557076
EMP-10260,software engineer,Finance,3.0,Level-2 (Medium),64863.15663664438
EMP-83209,Data Analyst,Finance,5.0,Level-1 (Low),171540.01331096978
EMP-64108,Software Engineer,Finance,8.0,Level-1 (Low),26338.12594215726
EMP-93264,  Manager  ,Engineering,3.0,Level-2 (Medium),37035.115687648155
EMP-28595,data analyst,Marketing,12.0,Level-1 (Low),57276.46142806648
EMP-22088,Project Manager,Human Resources,12.0,Level-3 (High),184210.60981942614
EMP-55910,software engineer,Engineering,3.0,Level-1 (Low),131781.0949568752
EMP-68715,software engineer,Engineering,99.0,Level-2 (Medium),27501.35402501158
EMP-75449,Project Manager,Finance,5.0,Level-2 (Medium),62484.68236648316
EMP-13472,,Finance,1.0,Level-1 (Low),
EMP-37969,Data Analyst,Human Resources,3.0,Level-3 (High),41183.692078637614
EMP-47953,Project Manager,Marketing,1.0,MISSING,64815.141242185135
EMP-99675,Software Engineer,Human Resources,1.0,Level-2 (Medium),175915.80055362047
EMP-61914,data analyst,Marketing,5.0,Level-2 (Medium),109163.28219400151
EMP-54442,software engineer,Human Resources,-2.0,Level-1 (Low),165707.13775984503
EMP-29700,UNKNOWN,Finance,3.0,Level-3 (High),117030.84522622317
EMP-33378,software engineer,Engineering,99.0,MISSING,158192.25326347954
EMP-15532,Software Engineer,Engineering,-2.0,MISSING,159293.81437107842
EMP-59376,Software Engineer,Engineering,3.0,Level-2 (Medium),107489.15948106785
EMP-61343,Software Engineer,Finance,12.0,Level-3 (High),40827.370432138785
EMP-65230,data analyst,Engineering,5.0,Level-1 (Low),159801.8216182365
EMP-99974,SOFTWARE ENGINEER,Human Resources,1.0,Level-1 (Low),138851.92840881116
EMP-53842,software engineer,N/A,8.0,Level-2 (Medium),102408.09344691166
EMP-54436,Software Engineer,Human Resources,3.0,Level-2 (Medium),123843.4857322709
EMP-49160,data analyst,Engineering,8.0,Level-3 (High),144451.0047183174
EMP-99567,UNKNOWN,Marketing,8.0,Level-1 (Low),101548.66324330796
EMP-60157,Data Analyst,Human Resources,3.0,Level-3 (High),55801.75836180805
EMP-88266,Project Manager,Engineering,3.0,Level-1 (Low),117371.86639757846
EMP-73746,,Engineering,,Level-1 (Low),
EMP-51720,software engineer,Engineering,1.0,Level-2 (Medium),47118.3832587166
EMP-40500,data analyst,Marketing,3.0,Level-2 (Medium),144659.13537154451
EMP-78886,  Manager  ,Engineering,99.0,MISSING,144655.302277816
EMP-53302,Data Analyst,N/A,8.0,Level-2 (Medium),61170.40899047529
EMP-97312,Project Manager,Engineering,1.0,Level-3 (High),147813.07974382766
EMP-64035,SOFTWARE ENGINEER,Marketing,8.0,Level-1 (Low),146213.57801863126
EMP-76399,Software Engineer,Finance,-2.0,Level-2 (Medium),84388.82331136763
EMP-32055,Software Engineer,Human Resources,99.0,Level-3 (High),158354.0134132709
EMP-73300,SOFTWARE ENGINEER,Finance,12.0,Level-2 (Medium),96637.60523461917
EMP-23742,Software Engineer,Marketing,3.0,Level-1 (Low),109299.76534674586
EMP-32502,Data Analyst,Finance,1.0,Level-1 (Low),137084.00600098784
EMP-23927,Data Analyst,Engineering,3.0,Level-3 (High),41322.1463843799
EMP-30226,Software Engineer,Finance,5.0,Level-2 (Medium),182150.10874760582
EMP-80534,data analyst,Engineering,5.0,Level-2 (Medium),173470.8213429036
EMP-84150,data analyst,Finance,8.0,Level-3 (High),161673.08398519593
EMP-52443,software engineer,Marketing,12.0,Level-1 (Low),77233.07824998
EMP-10935,Data Analyst,Human Resources,5.0,Level-2 (Medium),171923.5664666915
EMP-94054,Software Engineer,Finance,1.0,Level-2 (Medium),135098.72333591373
EMP-24450,software engineer,Engineering,12.0,Level-2 (Medium),31879.456306695476
EMP-26086,Data Analyst,Engineering,8.0,MISSING,168803.57477561606
EMP-11891,software engineer,Engineering,5.0,Level-1 (Low),33079.24421146888
EMP-32332,Project Manager,Engineering,1.0,Level-2 (Medium),178688.6367840607
EMP-38133,Software Engineer,Marketing,35.0,Level-3 (High),42245.083475587715
EMP-63916,software engineer,Finance,8.0,Level-2 (Medium),58407.51702060279
EMP-90813,software engineer,Finance,99.0,Level-2 (Medium),170475.81432095263
EMP-27131,Software Engineer,Engineering,35.0,Level-3 (High),45945.34343172933
EMP-56349,Software Engineer,Engineering,1.0,Level-2 (Medium),153088.00035567142
EMP-62453,data analyst,Engineering,5.0,Level-3 (High),34223.513629039444
EMP-45185,Data Analyst,Engineering,8.0,Level-2 (Medium),51369.91887631373
EMP-77003,data analyst,Human Resources,3.0,Level-2 (Medium),98956.33217950839
EMP-20171,Software Engineer,Engineering,5.0,Level-2 (Medium),84378.70312471688
EMP-54189,Software Engineer,Engineering,5.0,Level-3 (High),64203.38245263434
EMP-78695,SOFTWARE ENGINEER,Human Resources,,Level-2 (Medium),176118.2564387447
EMP-93110,Project Manager,Finance,1.0,Level-1 (Low),81522.37105487485
EMP-14298,data analyst,Finance,1.0,Level-1 (Low),105515.6857645005
EMP-51372,SOFTWARE ENGINEER,Finance,1.0,Level-1 (Low),91148.92855477767
EMP-69735,software engineer,Human Resources,5.0,Level-1 (Low),180959.0302778456
EMP-77196,Software Engineer,Engineering,,Level-2 (Medium),79919.34676826853
EMP-57704,Data Analyst,Engineering,12.0,Level-2 (Medium),147706.9974173784
EMP-15320,SOFTWARE ENGINEER,Marketing,1.0,Level-1 (Low),40236.70541386426
EMP-91378,SOFTWARE ENGINEER,Engineering,1.0,Level-1 (Low),32916.41489281993
EMP-81119,software engineer,Engineering,5.0,Level-1 (Low),139015.07020870055
EMP-82981,software engineer,Engineering,35.0,Level-2 (Medium),184152.87255558852
EMP-14871,,Marketing,8.0,Level-3 (High),
EMP-34312,data analyst,Marketing,35.0,Level-1 (Low),170160.45678893218
EMP-54249,software engineer,Marketing,,Level-3 (High),156455.67545810094
EMP-90583,SOFTWARE ENGINEER,Human Resources,3.0,MISSING,52719.36370052924
EMP-60944,Project Manager,Finance,3.0,Level-2 (Medium),33706.40325213967
EMP-69279,  Manager  ,Engineering,3.0,Level-3 (High),91066.50269970864
EMP-19994,Software Engineer,Engineering,1.0,Level-3 (High),88895.37783073493
EMP-85702,,Marketing,1.0,Level-1 (Low),
EMP-36470,data analyst,Engineering,8.0,Level-2 (Medium),81807.92409538386
EMP-73658,Data Analyst,Engineering,3.0,MISSING,135419.5904589217
EMP-27157,Software Engineer,Finance,3.0,Level-2 (Medium),45122.03469865662
EMP-24787,SOFTWARE ENGINEER,Human Resources,3.0,Level-1 (Low),93805.016616736
EMP-19006,software engineer,Engineering,3.0,Level-2 (Medium),76941.7080628915
EMP-48210,software engineer,Engineering,-2.0,Level-1 (Low),45057.782183321215
EMP-98231,SOFTWARE ENGINEER,Finance,,Level-2 (Medium),87855.08566452749
EMP-34299,software engineer,Engineering,12.0,Level-1 (Low),136794.43879211816
EMP-25791,,Finance,8.0,MISSING,
EMP-89712,Software Engineer,Engineering,3.0,Level-3 (High),44848.674723617245
EMP-14486,Data Analyst,Marketing,3.0,Level-3 (High),162111.6124757085
EMP-34832,software engineer,Marketing,5.0,Level-1 (Low),42528.39028590135
EMP-72751,Software Engineer,Finance,1.0,Level-2 (Medium),65381.23266129501
EMP-82412,Data Analyst,Human Resources,8.0,Level-3 (High),117268.73198628241
EMP-60191,SOFTWARE ENGINEER,Human Resources,5.0,MISSING,42588.34678338707
EMP-47724,software engineer,Engineering,5.0,Level-2 (Medium),87429.68271625623
EMP-54750,,Engineering,3.0,Level-1 (Low),
EMP-20240,SOFTWARE ENGINEER,Marketing,8.0,Level-1 (Low),28408.41052053431
EMP-91622,software engineer,Engineering,8.0,Level-2 (Medium),90939.87904554556
EMP-81017,Data Analyst,Marketing,3.0,Level-2 (Medium),138020.6965279412
EMP-22221,Software Engineer,Finance,3.0,Level-2 (Medium),121045.75108513524
EMP-73991,software engineer,Human Resources,3.0,Level-1 (Low),178917.78819893525
EMP-49829,,Engineering,3.0,Level-3 (High),
EMP-62971,Software Engineer,Human Resources,8.0,Level-2 (Medium),124111.46468867686
EMP-63169,Project Manager,Finance,3.0,MISSING,120411.23202655994
EMP-19642,Data Analyst,N/A,35.0,Level-3 (High),107406.21355324297
EMP-48652,data analyst,Human Resources,12.0,Level-2 (Medium),145430.24191658437
EMP-87328,Data Analyst,Finance,1.0,Level-2 (Medium),59629.62207238377
EMP-78544,Data Analyst,Marketing,,Level-1 (Low),64892.89932930229
EMP-45057,Project Manager,Marketing,35.0,Level-2 (Medium),124654.04129450006
EMP-39297,Data Analyst,Engineering,8.0,Level-3 (High),115955.74597689338
EMP-18872,Software Engineer,Marketing,5.0,Level-1 (Low),161859.2988342868
EMP-43059,SOFTWARE ENGINEER,Marketing,35.0,Level-3 (High),97042.6527998471
EMP-64809,software engineer,Marketing,5.0,Level-2 (Medium),177058.85893011678
EMP-59025,software engineer,N/A,1.0,Level-2 (Medium),148788.0983027879
EMP-84107,data analyst,Finance,,Level-1 (Low),88830.83647299753
EMP-90155,Software Engineer,Finance,3.0,Level-3 (High),84953.81715188386
EMP-66280,software engineer,Finance,5.0,Level-2 (Medium),65271.37054496901
EMP-32010,SOFTWARE ENGINEER,Engineering,5.0,Level-1 (Low),171805.55082390396
EMP-70485,software engineer,Engineering,8.0,Level-2 (Medium),111998.88701085804
EMP-28431,Project Manager,Human Resources,3.0,Level-3 (High),122370.79526768399
EMP-43806,Software Engineer,Marketing,12.0,Level-3 (High),181161.9021353574
EMP-47116,Software Engineer,Finance,3.0,Level-2 (Medium),102398.01950974051
EMP-78823,Software Engineer,Finance,35.0,Level-2 (Medium),40867.112465308375
EMP-62206,Data Analyst,Engineering,5.0,Level-3 (High),120624.6890883947
EMP-48895,data analyst,Engineering,5.0,Level-3 (High),179516.10234863707
EMP-98916,Project Manager,Finance,12.0,Level-2 (Medium),143274.24031639696
EMP-75390,Data Analyst,Engineering,5.0,Level-2 (Medium),68383.83206549779
EMP-73461,  Manager  ,Finance,5.0,Level-2 (Medium),34321.31079283737
EMP-98157,,Engineering,5.0,Level-3 (High),
EMP-95917,software engineer,Human Resources,12.0,Level-1 (Low),79069.85083461943
EMP-44696,Project Manager,Human Resources,1.0,Level-2 (Medium),98165.09028237328
EMP-79267,data analyst,Human Resources,8.0,Level-2 (Medium),112505.8074253767
EMP-67838,UNKNOWN,Engineering,35.0,Level-1 (Low),26347.90110268254
EMP-26191,software engineer,Finance,5.0,Level-2 (Medium),55729.480439386854
EMP-79286,software engineer,Engineering,5.0,Level-3 (High),94858.08369664621
EMP-23446,  Manager  ,Engineering,5.0,Level-2 (Medium),160181.8189689893
EMP-65255,Data Analyst,Engineering,8.0,Level-3 (High),130866.63630433896
EMP-90932,Data Analyst,Engineering,12.0,Level-3 (High),124298.35111151278
EMP-25272,,Finance,3.0,Level-3 (High),
EMP-64289,Software Engineer,Marketing,1.0,Level-1 (Low),139326.98021244924
EMP-46915,Software Engineer,Finance,5.0,Level-1 (Low),59859.455056393555
EMP-20318,Data Analyst,N/A,1.0,Level-1 (Low),89525.43530186293
EMP-65779,SOFTWARE ENGINEER,Engineering,5.0,Level-3 (High),47963.23249225115
EMP-47673,Software Engineer,Human Resources,3.0,Level-2 (Medium),108423.95416248159
EMP-90810,software engineer,Marketing,3.0,Level-3 (High),147360.51837741726
EMP-87699,software engineer,Engineering,3.0,Level-2 (Medium),75642.06795493577
EMP-88210,Software Engineer,Engineering,3.0,Level-1 (Low),142749.87402464068
EMP-97370,Software Engineer,Engineering,3.0,Level-2 (Medium),64229.4648027441
EMP-89237,UNKNOWN,Engineering,8.0,Level-2 (Medium),110983.98387246604
EMP-96207,data analyst,Engineering,8.0,Level-3 (High),159192.14178333132
EMP-18115,Software Engineer,Finance,3.0,Level-3 (High),184035.371764914
EMP-99675,Software Engineer,Engineering,8.0,Level-2 (Medium),28030.892538960776
EMP-67903,software engineer,Marketing,3.0,Level-3 (High),126522.84146376031
EMP-60276,data analyst,Human Resources,3.0,Level-3 (High),150166.8884061725
EMP-15452,,Marketing,1.0,Level-2 (Medium),
EMP-95414,Data Analyst,Marketing,3.0,Level-2 (Medium),167103.90625214417
EMP-71091,software engineer,Engineering,5.0,Level-1 (Low),133329.67616329997
EMP-90871,software engineer,Finance,3.0,Level-2 (Medium),31061.877659327576
EMP-98528,software engineer,Engineering,3.0,Level-3 (High),146926.82356042744
EMP-28061,software engineer,Engineering,5.0,Level-1 (Low),141766.17680838468
EMP-31681,software engineer,Finance,,Level-3 (High),95348.6426679577
EMP-54091,SOFTWARE ENGINEER,Finance,5.0,Level-1 (Low),87596.99320082636
EMP-50470,  Manager  ,Marketing,12.0,Level-2 (Medium),76746.507397903
EMP-44968,data analyst,Marketing,5.0,Level-2 (Medium),164177.21538830115
EMP-62054,Data Analyst,Engineering,1.0,MISSING,125422.50515143036
EMP-58696,Software Engineer,Finance,1.0,Level-1 (Low),35259.16750222363
EMP-51830,Software Engineer,Finance,12.0,Level-3 (High),30178.528134726042
EMP-76233,SOFTWARE ENGINEER,Human Resources,1.0,Level-3 (High),79442.14183385976
EMP-41477,Project Manager,Engineering,3.0,Level-2 (Medium),44264.11291511878
EMP-29153,UNKNOWN,Engineering,3.0,Level-1 (Low),141558.60535924963
EMP-32339,Data Analyst,Marketing,5.0,Level-1 (Low),181562.92724203735
EMP-58910,SOFTWARE ENGINEER,Finance,3.0,Level-3 (High),57453.33037041713
EMP-48325,Data Analyst,Engineering,1.0,Level-2 (Medium),97430.65343651499
EMP-58495,,Marketing,12.0,Level-3 (High),
EMP-54928,Software Engineer,Human Resources,1.0,Level-2 (Medium),180882.79715822867
EMP-31089,,Marketing,5.0,Level-3 (High),
EMP-81596,Software Engineer,Finance,35.0,Level-3 (High),97903.96083200205
EMP-21673,Data Analyst,Engineering,5.0,Level-1 (Low),27245.536630830946
EMP-75937,Data Analyst,Engineering,5.0,Level-3 (High),32646.408045443866
EMP-61031,Software Engineer,Engineering,8.0,Level-1 (Low),116326.59270003892
EMP-32303,SOFTWARE ENGINEER,N/A,1.0,Level-2 (Medium),60051.319094431485
EMP-61843,Software Engineer,Human Resources,8.0,MISSING,170574.66956166437
EMP-53208,Data Analyst,Finance,1.0,Level-3 (High),119745.81309492385
EMP-55243,SOFTWARE ENGINEER,Marketing,,Level-1 (Low),88183.02037384934
EMP-58988,Software Engineer,N/A,1.0,Level-3 (High),100332.90809764134
EMP-62270,software engineer,Human Resources,,Level-2 (Medium),171571.92086036695
EMP-32760,software engineer,Marketing,5.0,Level-2 (Medium),94643.10569663665
EMP-84292,software engineer,Finance,,Level-2 (Medium),154866.58892301336
EMP-21778,SOFTWARE ENGINEER,Human Resources,5.0,Level-2 (Medium),104886.849466185
EMP-13456,Project Manager,Engineering,1.0,Level-3 (High),183281.0383952308
EMP-63216,Software Engineer,Engineering,,Level-2 (Medium),110362.8400448825
EMP-63446,Data Analyst,Marketing,12.0,Level-2 (Medium),45612.872307331825
EMP-90955,software engineer,Marketing,1.0,Level-2 (Medium),38878.09551439341
EMP-72429,Data Analyst,Human Resources,5.0,Level-2 (Medium),101265.3744249168
EMP-80651,software engineer,N/A,12.0,Level-3 (High),60824.75110575757
EMP-10631,UNKNOWN,Engineering,5.0,Level-2 (Medium),180294.60802505823
EMP-65722,Data Analyst,Marketing,3.0,Level-2 (Medium),162757.52327246574
EMP-60406,Software Engineer,Engineering,8.0,Level-1 (Low),64581.33451827786
EMP-61262,Software Engineer,Human Resources,35.0,MISSING,144727.36765280756
EMP-33679,Data Analyst,Marketing,1.0,Level-3 (High),158933.85784404786
EMP-29429,Project Manager,Human Resources,8.0,Level-2 (Medium),89133.05064615932
